date,product_id,store_id,category,price,promotion,holiday,past_sales,demand
2021-07-01,P009,S02,Electronics,392.85,1,0,152,116
2022-04-16,P024,S01,Food,593.94,0,0,163,158
2021-07-09,P013,S04,Clothing,718.53,0,0,32,23
2023-08-31,P025,S06,Clothing,292.53,0,0,130,157
2023-02-04,P026,S03,Food,361.43,0,0,95,74
2023-10-14,P024,S06,Electronics,187.62,0,0,18,35
2023-12-25,P024,S06,Electronics,322.09,0,1,135,103
2023-11-17,P021,S01,Electronics,629.48,0,0,118,135
2022-04-22,P012,S01,Electronics,571.19,0,0,98,101
2023-11-01,P019,S07,Clothing,140.43,0,0,249,227
2023-09-03,P026,S03,Food,219.01,1,0,233,220
2023-05-21,P007,S07,Food,255.12,1,0,46,74
2023-02-26,P002,S04,Electronics,649.76,0,0,86,68
2023-05-22,P024,S05,Clothing,87.64,1,0,310,284
2023-06-11,P018,S07,Electronics,713.74,0,0,80,49
2023-12-18,P022,S07,Clothing,539.76,0,0,140,118
2022-07-23,P020,S04,Food,13.57,1,0,202,226
2021-09-21,P021,S05,Electronics,188.92,0,0,92,120
2023-07-23,P014,S06,Clothing,793.62,0,0,37,46
2023-12-31,P030,S06,Food,187.86,1,1,287,307
2022-08-16,P003,S06,Electronics,185.15,0,0,167,190
2022-03-12,P009,S01,Food,521.49,0,0,181,159
2021-01-25,P004,S07,Food,565.81,1,0,140,127
2022-02-22,P008,S02,Electronics,794.63,1,0,144,142
2023-01-03,P027,S01,Food,684.13,0,0,172,187
2022-10-08,P020,S07,Clothing,68.39,0,0,73,87
2021-06-28,P018,S06,Food,528.66,0,0,79,109
2021-10-30,P023,S07,Food,754.7,0,0,28,34
2022-08-22,P009,S06,Clothing,790.51,0,0,68,82
2023-10-16,P008,S01,Food,575.32,0,0,122,119
2023-02-17,P009,S07,Electronics,144.76,0,0,200,186
2022-11-10,P030,S06,Clothing,780.39,0,0,120,96
2022-07-25,P016,S01,Clothing,185.73,0,0,202,171
2023-02-08,P025,S02,Electronics,352.92,1,0,234,246
2021-09-25,P018,S05,Food,225.83,0,0,75,93
2022-12-27,P022,S07,Food,541.69,0,1,187,223
2021-07-08,P015,S04,Electronics,438.4,0,0,158,166
2021-04-29,P024,S01,Electronics,655.37,0,0,13,20
2023-08-14,P004,S06,Electronics,730.99,0,0,164,154
2023-08-12,P028,S05,Clothing,141.71,0,0,199,192
2022-03-12,P008,S05,Clothing,241.21,0,0,167,171
2022-01-23,P007,S06,Electronics,220.41,1,0,204,212
2023-05-28,P013,S07,Clothing,555.94,1,0,158,191
2021-08-07,P014,S04,Food,442.42,0,0,168,132
2022-09-05,P006,S07,Electronics,798.02,0,0,0,27
2023-01-26,P024,S03,Electronics,368.0,0,0,98,86
2023-10-24,P022,S01,Electronics,22.82,0,0,125,134
2023-12-24,P004,S06,Clothing,192.26,0,1,134,111
2023-09-13,P019,S07,Food,746.01,1,0,151,141
2021-02-14,P021,S04,Electronics,239.38,1,0,119,90
2021-12-23,P011,S03,Electronics,340.17,0,1,168,175
2023-02-04,P012,S06,Food,252.24,0,0,38,72
2023-03-08,P010,S03,Electronics,196.19,1,0,301,265
2022-11-30,P022,S06,Food,501.67,0,1,240,225
2023-07-31,P022,S04,Clothing,541.91,1,0,218,217
2021-03-27,P017,S04,Food,607.21,0,0,62,101
2021-06-28,P004,S03,Food,639.32,1,0,127,137
2022-08-05,P024,S02,Food,288.27,1,0,199,184
2023-05-12,P028,S01,Food,16.23,0,0,137,144
2021-11-25,P015,S07,Electronics,49.9,0,1,75,107
2023-12-12,P028,S05,Clothing,782.74,0,0,211,175
2022-11-11,P014,S01,Electronics,548.93,0,0,71,66
2021-07-29,P010,S05,Electronics,467.89,0,0,206,171
2021-11-26,P030,S02,Food,679.73,1,1,202,187
2022-07-07,P017,S01,Clothing,582.48,1,0,208,230
2021-02-02,P013,S04,Food,324.03,0,0,141,143
2022-05-29,P029,S06,Food,38.54,0,0,115,93
2021-10-28,P018,S04,Food,495.92,0,0,181,172
2022-11-14,P020,S01,Electronics,145.54,1,0,226,200
2022-12-12,P023,S02,Clothing,190.96,0,0,226,215
2021-08-10,P015,S03,Electronics,215.76,1,0,262,231
2021-07-11,P006,S03,Food,694.98,0,0,43,49
2023-10-03,P020,S02,Electronics,722.3,0,0,132,166
2021-07-30,P028,S04,Electronics,322.16,0,0,96,134
2023-03-15,P008,S05,Clothing,588.01,0,0,97,103
2022-10-29,P021,S02,Electronics,743.11,0,0,147,134
2022-10-11,P013,S05,Food,663.64,0,0,189,170
2022-10-15,P007,S02,Clothing,619.83,0,0,148,109
2022-03-02,P014,S04,Food,293.22,1,0,173,137
2022-11-13,P010,S04,Clothing,551.96,0,0,110,94
2021-05-20,P030,S05,Clothing,636.55,1,0,127,139
2021-02-22,P004,S04,Electronics,639.13,0,0,37,17
2023-11-09,P012,S02,Food,281.94,0,0,200,201
2022-06-25,P004,S01,Food,574.17,0,0,73,97
2021-11-06,P030,S01,Food,257.98,0,0,130,143
2023-03-22,P002,S03,Clothing,722.07,1,0,146,139
2021-12-16,P021,S06,Food,186.95,0,0,174,165
2023-01-07,P018,S03,Electronics,129.95,1,0,255,227
2022-11-30,P008,S02,Clothing,115.53,0,1,183,154
2022-08-27,P023,S01,Food,593.86,0,0,82,57
2023-01-12,P021,S07,Electronics,579.14,0,0,122,141
2021-07-01,P013,S02,Electronics,700.04,0,0,122,150
2023-02-12,P023,S04,Clothing,779.44,1,0,110,144
2021-07-29,P016,S07,Electronics,624.63,0,0,146,156
2022-03-30,P030,S03,Food,507.35,0,0,120,122
2023-01-05,P010,S05,Food,587.18,1,0,136,142
2022-12-30,P003,S02,Electronics,542.89,0,1,70,81
2022-01-15,P027,S01,Clothing,587.89,1,0,136,162
2022-06-23,P001,S04,Electronics,137.83,0,0,73,113
2021-04-21,P020,S04,Food,127.91,0,0,175,170
2023-06-30,P008,S06,Electronics,575.57,0,0,89,109
2022-12-11,P028,S06,Clothing,767.11,1,0,171,150
2021-06-10,P010,S01,Food,84.03,1,0,173,150
2022-01-29,P014,S01,Clothing,359.14,0,0,68,83
2021-11-01,P022,S01,Food,462.33,1,0,233,225
2021-12-24,P019,S02,Electronics,155.54,1,1,154,175
2021-12-27,P003,S04,Food,411.55,0,1,138,141
2022-02-28,P001,S04,Electronics,459.09,1,0,115,140
2022-11-28,P009,S04,Electronics,336.62,1,1,285,282
2022-11-17,P025,S06,Food,196.7,0,0,137,147
2023-01-13,P022,S07,Food,267.45,0,0,196,187
2022-09-26,P013,S02,Electronics,740.63,1,0,66,91
2023-12-12,P015,S04,Food,183.73,1,0,142,159
2022-06-03,P020,S01,Clothing,346.99,1,0,129,127
2022-07-03,P012,S03,Food,41.44,0,0,109,129
2021-08-02,P014,S02,Clothing,537.52,1,0,169,149
2021-09-06,P014,S05,Clothing,374.45,1,0,243,241
2023-10-17,P001,S07,Electronics,458.34,1,0,138,103
2023-02-17,P030,S07,Clothing,713.48,0,0,91,65
2022-08-03,P018,S01,Food,798.02,0,0,148,139
2022-06-25,P020,S06,Clothing,467.34,0,0,158,131
2022-02-20,P012,S03,Clothing,411.02,1,0,191,173
2022-10-11,P015,S04,Food,651.27,0,0,203,170
2023-08-08,P029,S07,Electronics,126.08,0,0,134,134
2023-09-07,P024,S07,Electronics,110.55,0,0,215,181
2021-04-27,P027,S01,Clothing,678.45,0,0,134,97
2022-02-14,P016,S03,Clothing,622.72,0,0,17,22
2021-08-16,P018,S03,Food,188.84,0,0,214,183
2022-12-25,P026,S07,Food,366.17,0,1,101,78
2021-03-06,P010,S04,Food,246.31,1,0,88,94
2023-12-10,P018,S06,Clothing,58.34,0,0,198,223
2021-06-10,P017,S02,Electronics,252.72,0,0,91,114
2022-01-15,P029,S01,Food,704.79,0,0,36,65
2023-12-03,P006,S05,Clothing,300.83,0,0,87,94
2021-03-18,P004,S03,Food,567.14,0,0,75,79
2022-06-20,P027,S03,Food,178.73,0,0,93,125
2022-06-25,P018,S03,Electronics,798.93,1,0,168,169
2023-08-13,P007,S03,Clothing,604.79,0,0,9,36
2021-01-22,P024,S04,Electronics,673.77,0,0,169,161
2022-10-03,P004,S01,Food,776.11,0,0,0,31
2023-05-15,P015,S07,Electronics,31.26,0,0,133,138
2021-08-18,P023,S03,Clothing,93.61,0,0,61,47
2023-07-02,P001,S03,Electronics,716.96,0,0,22,50
2022-04-18,P028,S05,Electronics,326.44,0,0,150,161
2023-07-14,P007,S03,Clothing,356.7,0,0,149,153
2021-02-09,P025,S02,Food,574.63,0,0,89,116
2023-12-09,P028,S05,Food,495.93,0,0,141,150
2023-08-24,P018,S01,Food,412.95,0,0,184,196
2022-12-24,P030,S07,Clothing,690.53,1,1,271,256
2021-04-14,P001,S05,Electronics,513.48,0,0,137,127
2021-01-26,P014,S04,Food,216.57,0,0,1,37
2021-01-28,P030,S03,Electronics,352.21,0,0,90,106
2023-02-26,P017,S01,Electronics,326.11,1,0,234,220
2023-09-23,P011,S07,Electronics,492.05,0,0,84,74
2023-12-10,P020,S04,Electronics,199.21,0,0,49,64
2023-11-15,P017,S06,Food,313.4,0,0,162,144
2021-04-01,P030,S05,Clothing,110.79,0,0,119,146
2023-05-13,P014,S02,Electronics,587.32,0,0,140,101
2021-12-16,P029,S02,Clothing,716.36,0,0,57,81
2022-01-26,P022,S01,Electronics,575.65,1,0,176,196
2023-12-08,P004,S07,Electronics,178.53,1,0,156,130
2022-06-02,P003,S07,Electronics,37.3,0,0,174,171
2023-12-13,P022,S05,Electronics,658.58,1,0,178,172
2022-12-21,P009,S03,Electronics,474.91,0,1,173,138
2022-07-06,P007,S06,Clothing,781.3,0,0,46,49
2022-08-30,P026,S01,Clothing,494.25,0,0,169,165
2022-03-17,P011,S05,Clothing,448.75,0,0,161,168
2021-11-16,P006,S04,Clothing,660.29,0,0,173,185
2023-07-22,P011,S06,Clothing,747.09,0,0,179,188
2022-01-18,P026,S06,Food,137.39,0,0,160,125
2021-03-25,P010,S01,Electronics,106.27,0,0,51,68
2022-06-16,P024,S04,Electronics,721.59,0,0,195,164
2021-09-16,P005,S07,Clothing,732.7,1,0,301,272
2023-06-01,P026,S04,Electronics,496.01,0,0,189,188
2021-10-07,P022,S05,Electronics,646.96,0,0,129,102
2021-01-04,P026,S02,Food,751.04,0,0,72,64
2021-07-23,P024,S01,Electronics,100.53,0,0,182,146
2021-12-02,P013,S01,Electronics,673.61,0,0,165,181
2023-05-03,P028,S07,Clothing,351.89,0,0,146,153
2022-12-12,P015,S05,Food,674.15,0,0,33,53
2022-03-04,P006,S03,Food,349.56,1,0,249,233
2021-07-11,P007,S05,Food,467.05,0,0,65,79
2021-11-30,P027,S04,Food,471.99,0,1,197,233
2022-07-03,P007,S07,Electronics,189.62,1,0,206,178
2022-08-06,P029,S06,Electronics,678.27,1,0,69,103
2022-11-20,P020,S07,Food,417.9,1,1,173,172
2022-12-01,P030,S03,Electronics,446.41,1,0,208,182
2023-01-11,P004,S07,Clothing,205.07,0,0,134,136
2022-05-16,P017,S02,Food,364.68,0,0,141,128
2022-06-28,P008,S07,Clothing,245.25,1,0,134,174
2023-01-14,P012,S01,Clothing,790.01,0,0,117,81
2021-03-16,P003,S07,Electronics,61.46,0,0,85,77
2021-10-09,P027,S01,Clothing,124.14,0,0,153,165
2021-01-05,P004,S07,Food,436.69,0,0,193,158
2023-10-07,P019,S05,Food,665.77,0,0,142,139
2022-07-12,P002,S04,Clothing,431.62,0,0,133,159
2022-04-02,P023,S02,Clothing,435.78,1,0,127,137
2023-07-27,P027,S02,Electronics,41.69,0,0,217,218
2022-08-09,P014,S02,Electronics,714.64,0,0,155,122
2021-01-14,P011,S07,Electronics,572.86,0,0,2,36
2021-01-24,P005,S04,Clothing,304.38,0,0,120,110
2023-11-11,P019,S04,Electronics,485.69,1,0,218,222
2022-09-03,P018,S03,Electronics,84.31,0,0,168,176
2023-02-11,P009,S01,Clothing,675.43,0,0,108,87
2023-04-28,P026,S05,Clothing,39.4,0,0,68,45
2023-08-11,P027,S07,Electronics,105.79,1,0,166,164
2023-11-15,P020,S05,Electronics,142.53,0,0,45,72
2023-07-29,P013,S03,Electronics,660.09,0,0,32,54
2021-01-27,P002,S02,Clothing,373.37,0,0,179,187
2022-05-03,P010,S07,Food,230.68,0,0,150,174
2022-10-05,P004,S04,Electronics,720.94,0,0,10,43
2023-09-03,P002,S04,Electronics,278.96,1,0,118,107
2023-09-18,P029,S06,Food,529.06,0,0,8,8
2021-05-20,P028,S07,Clothing,524.17,0,0,88,50
2022-12-10,P020,S07,Food,588.47,0,0,131,169
2021-04-30,P028,S06,Clothing,59.66,0,0,153,173
2021-03-11,P021,S05,Clothing,314.06,0,0,185,171
2021-10-28,P012,S07,Clothing,128.37,0,0,153,166
2022-03-07,P028,S03,Clothing,52.89,1,0,290,265
2021-05-27,P016,S03,Electronics,172.94,0,0,10,42
2023-05-12,P016,S03,Clothing,124.06,0,0,148,179
2022-03-14,P005,S06,Electronics,716.97,0,0,151,122
2023-08-23,P020,S06,Electronics,521.52,0,0,84,94
2021-02-09,P029,S02,Electronics,85.65,0,0,66,97
2021-01-11,P007,S05,Clothing,129.65,0,0,82,119
2021-04-21,P007,S02,Food,261.37,0,0,214,176
2022-12-04,P029,S03,Clothing,118.11,0,0,159,148
2021-12-09,P003,S04,Food,171.44,0,0,186,182
2022-09-19,P029,S04,Electronics,379.92,0,0,120,98
2023-07-21,P019,S03,Clothing,300.5,0,0,96,110
2021-03-05,P025,S02,Clothing,570.53,0,0,144,169
2023-11-05,P003,S01,Electronics,450.62,0,0,99,108
2021-05-08,P001,S03,Electronics,94.33,1,0,178,199
2022-02-07,P020,S01,Clothing,110.78,0,0,187,162
2022-03-17,P023,S06,Electronics,569.1,0,0,107,87
2023-11-20,P011,S02,Food,224.27,0,1,254,230
2022-01-24,P004,S06,Clothing,31.62,1,0,137,136
2021-05-07,P017,S05,Clothing,438.28,0,0,37,74
2021-10-30,P013,S01,Electronics,748.32,0,0,111,144
2021-07-21,P010,S07,Food,452.8,1,0,257,264
2022-04-15,P007,S04,Electronics,300.62,0,0,0,37
2023-01-17,P001,S07,Clothing,132.48,0,0,124,152
2023-12-11,P009,S03,Clothing,193.23,0,0,235,212
2022-07-25,P024,S06,Clothing,556.77,0,0,138,167
2022-01-19,P008,S04,Food,408.56,0,0,206,194
2021-10-05,P001,S01,Clothing,715.72,0,0,101,78
2021-07-30,P009,S05,Clothing,241.43,0,0,83,52
2022-01-19,P012,S01,Food,474.07,0,0,94,89
2023-08-22,P004,S02,Food,173.38,0,0,124,122
2022-09-01,P030,S02,Food,671.45,0,0,113,74
2023-05-09,P029,S02,Electronics,99.88,0,0,129,139
2023-09-17,P021,S05,Electronics,724.71,1,0,218,193
2022-06-13,P006,S04,Food,730.33,0,0,43,63
2021-04-03,P008,S01,Food,136.99,0,0,60,57
2023-11-28,P003,S07,Electronics,740.85,0,1,55,72
2023-11-15,P022,S07,Clothing,547.67,0,0,182,143
2023-05-31,P015,S04,Electronics,161.49,0,0,60,47
2023-12-20,P016,S03,Food,44.01,1,1,282,279
2022-06-21,P015,S05,Electronics,461.03,0,0,198,192
2021-06-06,P003,S06,Electronics,460.04,0,0,106,95
2023-09-06,P001,S03,Electronics,572.85,0,0,206,172
2022-05-14,P003,S06,Clothing,232.72,0,0,93,110
2023-03-09,P001,S06,Clothing,204.11,0,0,189,152
2022-11-17,P016,S03,Electronics,759.08,0,0,80,80
2022-09-04,P012,S06,Electronics,421.8,0,0,132,136
2021-01-28,P023,S03,Electronics,119.97,0,0,49,60
2023-05-19,P014,S01,Clothing,603.31,1,0,140,180
2021-09-28,P001,S04,Food,248.2,0,0,106,135
2023-01-07,P027,S03,Food,706.1,0,0,127,110
2023-03-20,P023,S03,Clothing,390.22,0,0,74,95
2022-03-26,P010,S01,Clothing,682.5,0,0,72,89
2023-05-02,P018,S03,Clothing,553.45,1,0,81,88
2023-12-01,P021,S06,Food,469.52,1,0,171,159
2022-12-28,P015,S07,Electronics,616.32,0,1,190,209
2021-11-30,P024,S04,Food,622.48,0,1,206,238
2021-09-02,P017,S03,Electronics,554.05,1,0,140,143
2023-09-01,P027,S04,Electronics,443.18,0,0,69,60
2021-03-01,P028,S07,Electronics,194.53,0,0,208,170
2022-12-27,P004,S07,Food,93.16,0,1,190,173
2021-06-06,P013,S05,Food,137.5,0,0,178,196
2023-01-18,P017,S01,Electronics,220.0,1,0,153,183
2022-08-20,P008,S02,Electronics,726.61,1,0,206,233
2023-10-19,P001,S02,Electronics,279.33,0,0,122,131
2023-05-07,P003,S04,Clothing,794.82,1,0,136,138
2023-11-11,P029,S01,Food,579.75,0,0,62,57
2023-03-18,P006,S05,Electronics,261.81,0,0,111,86
2021-03-27,P016,S03,Electronics,636.54,1,0,122,109
2021-07-07,P023,S03,Clothing,114.03,0,0,80,61
2021-11-22,P002,S04,Electronics,399.17,0,1,159,152
2021-09-10,P005,S03,Clothing,367.7,0,0,140,116
2022-12-03,P029,S04,Food,247.61,1,0,155,176
2021-04-01,P023,S02,Clothing,235.07,1,0,157,156
2023-12-19,P010,S04,Food,356.46,1,0,220,232
2022-02-02,P007,S06,Electronics,754.72,0,0,29,14
2022-07-29,P025,S03,Clothing,773.74,1,0,234,214
2023-05-12,P022,S03,Electronics,549.78,0,0,75,49
2021-02-25,P015,S05,Clothing,78.2,0,0,193,162
2022-10-21,P027,S06,Food,491.29,1,0,139,108
2021-04-25,P011,S03,Clothing,473.94,0,0,183,151
2021-10-17,P013,S02,Clothing,587.67,0,0,20,41
2023-10-12,P018,S07,Clothing,511.27,0,0,143,155
2022-09-17,P019,S07,Electronics,382.79,0,0,119,100
2021-05-25,P018,S04,Electronics,490.77,0,0,37,38
2023-02-02,P026,S04,Clothing,300.38,0,0,82,53
2023-09-06,P006,S03,Food,139.59,0,0,23,31
2022-10-02,P002,S04,Electronics,347.71,0,0,124,114
2023-08-13,P007,S03,Electronics,546.84,0,0,159,126
2023-07-31,P008,S07,Electronics,577.68,1,0,153,116
2021-03-02,P005,S03,Clothing,347.29,0,0,115,84
2023-10-15,P021,S05,Electronics,611.33,1,0,101,99
2021-10-02,P028,S04,Food,596.34,0,0,178,160
2022-03-25,P018,S05,Clothing,189.64,0,0,113,121
2021-08-17,P015,S06,Clothing,727.55,0,0,149,142
2023-11-15,P009,S07,Clothing,67.08,1,0,235,269
2021-03-17,P012,S01,Electronics,558.48,0,0,141,172
2022-03-08,P004,S03,Clothing,303.91,0,0,168,198
2021-12-21,P006,S01,Clothing,515.85,1,1,307,283
2022-07-11,P013,S06,Clothing,208.63,1,0,103,102
2021-05-03,P024,S05,Electronics,514.22,0,0,58,63
2022-09-14,P004,S07,Food,95.39,0,0,104,118
2023-07-13,P023,S06,Electronics,364.21,1,0,196,175
2022-05-05,P008,S05,Clothing,683.35,1,0,126,164
2023-11-13,P003,S04,Food,37.68,0,0,132,105
2021-11-08,P007,S04,Food,306.46,0,0,122,110
2022-06-12,P026,S01,Clothing,482.96,0,0,58,41
2021-05-03,P026,S04,Electronics,63.81,1,0,129,136
2021-10-12,P011,S07,Food,433.42,0,0,169,173
2021-03-15,P013,S01,Food,353.67,1,0,91,96
2023-01-04,P010,S05,Electronics,404.9,0,0,89,65
2023-09-03,P025,S03,Food,387.4,1,0,163,178
2021-09-06,P014,S07,Electronics,176.63,1,0,234,273
2022-11-29,P028,S06,Food,238.45,1,1,142,172
2023-10-26,P002,S04,Clothing,457.89,0,0,75,54
2021-08-30,P030,S07,Electronics,778.67,0,0,104,96
2021-04-28,P019,S07,Clothing,174.71,0,0,143,179
2023-09-14,P004,S03,Electronics,558.63,1,0,260,241
2023-12-09,P030,S06,Electronics,191.28,1,0,166,173
2021-11-27,P029,S03,Clothing,24.76,0,1,236,208
2021-09-25,P013,S03,Clothing,288.74,0,0,57,77
2021-11-03,P016,S03,Food,714.44,0,0,90,100
2022-03-29,P003,S05,Food,309.88,0,0,0,31
2021-01-10,P016,S06,Clothing,671.24,0,0,128,111
2023-10-21,P010,S07,Electronics,534.96,0,0,170,160
2022-05-11,P012,S04,Clothing,38.07,1,0,203,206
2021-08-28,P014,S03,Electronics,537.23,0,0,32,29
2022-09-03,P015,S01,Food,180.44,0,0,109,147
2021-04-09,P003,S06,Electronics,106.1,1,0,81,118
2023-05-06,P011,S03,Clothing,56.65,0,0,162,189
2022-08-15,P012,S07,Clothing,559.35,0,0,42,78
2022-10-26,P027,S06,Clothing,731.0,0,0,137,120
2022-10-15,P005,S01,Clothing,27.44,1,0,219,212
2023-02-11,P006,S05,Electronics,644.32,0,0,34,40
2023-01-01,P014,S05,Electronics,17.59,0,0,49,89
2023-01-05,P016,S03,Clothing,539.57,0,0,95,64
2022-03-15,P008,S03,Food,250.26,0,0,151,140
2021-01-19,P005,S05,Clothing,693.61,1,0,97,119
2023-12-10,P013,S05,Clothing,417.04,0,0,203,188
2023-11-15,P004,S05,Food,385.73,0,0,65,53
2023-10-18,P004,S03,Electronics,688.36,0,0,121,104
2021-12-05,P025,S01,Electronics,713.83,0,0,115,76
2022-04-14,P018,S03,Food,92.56,0,0,140,134
2023-11-05,P012,S01,Food,130.58,0,0,183,157
2021-12-07,P020,S05,Electronics,349.8,0,0,135,145
2023-03-04,P011,S02,Clothing,619.82,0,0,84,89
2023-12-11,P027,S06,Electronics,329.14,0,0,91,82
2023-08-24,P012,S01,Food,344.4,0,0,78,66
2022-02-01,P007,S02,Electronics,775.66,0,0,77,46
2023-04-24,P005,S07,Electronics,707.32,1,0,44,70
2022-03-04,P013,S03,Electronics,645.54,0,0,132,98
2023-06-05,P025,S02,Electronics,668.06,0,0,206,186
2021-10-25,P008,S04,Clothing,396.4,1,0,171,200
2023-09-18,P025,S02,Electronics,436.06,0,0,103,132
2021-05-02,P006,S06,Food,132.8,1,0,130,93
2022-05-02,P010,S04,Electronics,498.81,0,0,173,156
2023-07-07,P004,S05,Electronics,196.59,0,0,126,97
2022-09-19,P001,S05,Food,524.48,1,0,284,253
2021-07-06,P007,S07,Food,167.88,0,0,193,194
2022-06-26,P027,S01,Electronics,443.15,0,0,211,194
2021-08-27,P020,S06,Electronics,711.25,0,0,100,63
2023-04-30,P026,S07,Electronics,504.86,0,0,111,149
2021-12-21,P011,S06,Food,583.36,1,1,223,222
2021-05-29,P014,S03,Food,723.71,0,0,40,14
2022-02-13,P022,S06,Electronics,138.44,1,0,236,223
2021-05-07,P030,S01,Electronics,384.82,1,0,184,202
2022-03-06,P006,S01,Food,410.73,1,0,157,195
2023-02-02,P019,S04,Electronics,360.03,1,0,214,205
2021-09-01,P009,S05,Clothing,595.2,0,0,18,19
2023-11-15,P013,S05,Food,382.89,0,0,129,145
2022-10-04,P024,S01,Food,275.58,0,0,28,61
2023-01-14,P022,S02,Electronics,81.74,0,0,46,76
2023-07-06,P025,S06,Electronics,797.96,1,0,246,242
2023-03-27,P029,S05,Electronics,673.1,0,0,80,69
2022-03-16,P021,S01,Electronics,149.1,1,0,114,123
2023-10-29,P015,S06,Food,13.16,1,0,88,118
2022-06-29,P024,S03,Food,45.03,0,0,113,103
2021-12-19,P026,S03,Clothing,125.66,0,0,54,91
2022-05-18,P003,S02,Food,520.33,0,0,146,163
2023-06-21,P030,S02,Food,684.63,0,0,210,178
2021-11-28,P008,S04,Electronics,189.78,0,1,131,160
2021-09-25,P011,S07,Clothing,466.72,0,0,87,74
2022-09-28,P008,S04,Clothing,63.87,0,0,152,114
2023-02-10,P001,S02,Electronics,724.25,0,0,94,133
2022-09-17,P019,S03,Electronics,774.37,0,0,39,40
2023-02-21,P005,S06,Electronics,299.88,1,0,155,189
2023-07-28,P022,S02,Food,175.32,0,0,109,132
2021-09-21,P008,S04,Clothing,669.02,0,0,142,168
2021-08-11,P011,S06,Clothing,590.75,0,0,95,127
2021-04-05,P014,S01,Electronics,268.55,0,0,14,33
2021-12-29,P021,S03,Clothing,234.37,0,1,194,205
2022-07-31,P006,S07,Food,207.13,1,0,229,224
2022-06-03,P022,S04,Clothing,595.25,0,0,183,167
2023-11-18,P003,S05,Electronics,420.08,1,0,235,239
2023-11-09,P017,S05,Electronics,259.02,0,0,198,165
2022-10-27,P011,S05,Food,575.67,0,0,144,114
2021-12-24,P014,S05,Clothing,152.87,0,1,197,160
2023-12-19,P019,S03,Food,760.78,0,0,164,186
2021-06-12,P005,S03,Clothing,747.14,0,0,63,37
2022-03-26,P016,S07,Clothing,23.05,0,0,77,104
2023-03-19,P020,S02,Food,670.79,0,0,85,111
2021-05-01,P012,S05,Food,721.36,1,0,210,180
2023-09-19,P029,S07,Electronics,401.66,0,0,55,55
2022-02-26,P030,S06,Clothing,796.5,0,0,58,76
2021-12-13,P019,S06,Electronics,211.81,0,0,68,66
2022-03-29,P024,S02,Food,516.02,1,0,241,260
2022-11-11,P016,S05,Electronics,132.82,0,0,236,214
2021-11-23,P005,S04,Clothing,508.58,0,1,163,184
2021-07-17,P029,S06,Electronics,663.95,0,0,46,61
2022-02-18,P002,S04,Food,183.4,0,0,105,78
2021-06-27,P027,S06,Clothing,734.02,0,0,143,136
2022-12-20,P004,S03,Food,541.79,1,1,213,225
2021-10-14,P005,S01,Food,528.22,0,0,93,120
2021-05-26,P020,S05,Electronics,529.13,0,0,98,100
2022-09-18,P009,S01,Electronics,683.01,0,0,110,140
2023-09-23,P029,S02,Food,706.81,0,0,103,91
2021-11-02,P026,S06,Food,487.66,0,0,113,116
2022-02-05,P006,S06,Electronics,571.82,1,0,197,212
2021-08-05,P024,S06,Food,631.95,0,0,53,43
2021-11-12,P019,S05,Clothing,681.93,1,0,96,88
2021-09-22,P026,S03,Food,273.33,0,0,65,72
2021-10-05,P018,S06,Electronics,78.09,0,0,228,191
2023-11-16,P027,S06,Clothing,386.8,1,0,198,173
2023-07-18,P030,S03,Food,20.11,0,0,220,211
2021-06-07,P029,S06,Food,295.75,0,0,205,201
2021-01-01,P010,S01,Clothing,561.82,0,0,169,160
2021-11-28,P026,S07,Electronics,546.73,0,1,188,216
2021-07-25,P018,S04,Clothing,228.39,1,0,119,147
2023-04-21,P008,S01,Electronics,390.85,0,0,47,76
2023-09-14,P006,S02,Electronics,178.85,1,0,282,263
2022-07-22,P011,S04,Food,84.0,0,0,14,35
2022-10-05,P012,S07,Clothing,372.85,0,0,139,141
2022-09-21,P011,S01,Electronics,384.82,0,0,78,68
2022-04-18,P030,S04,Food,82.94,0,0,156,127
2023-05-03,P030,S05,Food,538.95,0,0,53,65
2022-09-20,P025,S04,Clothing,63.69,0,0,59,39
2022-03-06,P027,S03,Clothing,756.37,0,0,162,133
2023-11-28,P023,S02,Clothing,424.64,0,1,223,220
2021-11-28,P006,S06,Clothing,167.23,0,1,101,130
2022-09-26,P026,S07,Food,14.17,0,0,81,121
2023-11-10,P001,S02,Electronics,639.71,0,0,136,109
2023-12-25,P016,S06,Clothing,539.72,0,1,150,162
2021-04-10,P013,S05,Clothing,773.18,0,0,163,153
2023-12-31,P013,S01,Clothing,228.78,0,1,139,105
2021-11-23,P003,S06,Electronics,424.31,1,1,283,271
2023-03-19,P010,S06,Electronics,298.6,0,0,113,132
2021-01-22,P029,S04,Electronics,366.01,0,0,69,59
2023-11-08,P029,S04,Clothing,771.36,1,0,226,191
2023-11-30,P029,S07,Clothing,671.35,0,1,72,92
2023-04-11,P004,S07,Food,60.45,1,0,190,224
2022-12-07,P019,S03,Clothing,606.21,1,0,216,192
2023-10-20,P003,S02,Clothing,201.68,0,0,61,80
2021-02-21,P014,S04,Food,287.27,0,0,49,27
2022-01-26,P025,S04,Food,194.04,0,0,141,162
2023-08-20,P015,S03,Clothing,779.7,0,0,118,126
2023-07-10,P018,S04,Electronics,419.23,0,0,92,110
2023-05-19,P007,S04,Electronics,611.66,0,0,109,70
